datetime;open;high;low;close;volume;datetime;gap;timestamp
2015-08-05 11:05:00;176.26;176.31;176.2;176.24;20081.0;2015-08-05 11:05:00;0.0;1438772700
2015-08-05 11:10:00;176.23;176.29;176.23;176.29;11786.0;2015-08-05 11:10:00;0.0;1438773000
2015-08-05 11:15:00;176.29;176.32;176.26;176.27;15524.0;2015-08-05 11:15:00;0.0;1438773300
2015-08-05 11:20:00;176.27;176.38;176.23;176.38;19830.0;2015-08-05 11:20:00;0.0;1438773600
2015-08-05 11:25:00;176.375;176.38;176.28;176.33;24855.0;2015-08-05 11:25:00;0.0;1438773900
2015-08-05 11:30:00;176.352;176.37;176.27599999999998;176.28;25780.0;2015-08-05 11:30:00;0.0;1438774200
2015-08-05 11:35:00;176.26;176.27;176.16;176.16;9082.0;2015-08-05 11:35:00;0.0;1438774500
2015-08-05 11:40:00;176.17;176.18;176.1;176.12;20629.0;2015-08-05 11:40:00;0.0;1438774800
2015-08-05 11:45:00;176.11;176.14;176.07;176.09;28867.0;2015-08-05 11:45:00;0.0;1438775100
2015-08-05 11:50:00;176.09;176.1;175.95;175.95;26235.0;2015-08-05 11:50:00;0.0;1438775400
2015-08-05 11:55:00;175.95;175.97;175.73;175.804;125215.0;2015-08-05 11:55:00;0.0;1438775700
2015-08-05 12:00:00;175.8;175.8;175.66;175.73;101293.0;2015-08-05 12:00:00;0.0;1438776000
2015-08-05 12:05:00;175.75;175.83;175.75;175.7749;16935.0;2015-08-05 12:05:00;0.0;1438776300
2015-08-05 12:10:00;175.75;175.84;175.75;175.81;11017.0;2015-08-05 12:10:00;0.0;1438776600
2015-08-05 12:15:00;175.81;175.81;175.59;175.6;38561.0;2015-08-05 12:15:00;0.0;1438776900
2015-08-05 12:20:00;175.59;175.6499;175.52;175.52;29158.0;2015-08-05 12:20:00;0.0;1438777200
2015-08-05 12:25:00;175.51;175.51;175.44;175.47;54900.0;2015-08-05 12:25:00;0.0;1438777500
2015-08-05 12:30:00;175.47;175.48;175.26;175.31;76028.0;2015-08-05 12:30:00;0.0;1438777800
2015-08-05 12:35:00;175.31;175.37;175.22;175.24;89035.0;2015-08-05 12:35:00;0.0;1438778100
2015-08-05 12:40:00;175.23;175.29;175.13;175.29;115456.0;2015-08-05 12:40:00;0.0;1438778400
2015-08-05 12:45:00;175.29;175.37;175.25;175.37;27028.0;2015-08-05 12:45:00;0.0;1438778700
2015-08-05 12:50:00;175.375;175.4;175.27;175.29;29476.0;2015-08-05 12:50:00;0.0;1438779000
2015-08-05 12:55:00;175.3089;175.51;175.3089;175.5;97680.0;2015-08-05 12:55:00;0.0;1438779300
2015-08-05 13:00:00;175.5;175.51;175.39;175.4;32613.0;2015-08-05 13:00:00;0.0;1438779600
2015-08-05 13:05:00;175.4;175.47;175.39;175.44;8877.0;2015-08-05 13:05:00;0.0;1438779900
2015-08-05 13:10:00;175.44;175.46;175.19;175.21;42586.0;2015-08-05 13:10:00;0.0;1438780200
2015-08-05 13:15:00;175.21;175.25;175.032;175.093;144988.0;2015-08-05 13:15:00;0.0;1438780500
2015-08-05 13:20:00;175.11;175.205;175.07;175.1911;22857.0;2015-08-05 13:20:00;0.0;1438780800
2015-08-05 13:25:00;175.21;175.25;175.11;175.25;20714.0;2015-08-05 13:25:00;0.0;1438781100
2015-08-05 13:30:00;175.24;175.24;175.11;175.125;22761.0;2015-08-05 13:30:00;0.0;1438781400
2015-08-05 13:35:00;175.15;175.24;175.14;175.2305;14128.0;2015-08-05 13:35:00;0.0;1438781700
2015-08-05 13:40:00;175.22;175.34;175.22;175.34;28052.0;2015-08-05 13:40:00;0.0;1438782000
2015-08-05 13:45:00;175.31;175.3499;175.26;175.285;17562.0;2015-08-05 13:45:00;0.0;1438782300
2015-08-05 13:50:00;175.26;175.2965;175.08;175.13;471597.0;2015-08-05 13:50:00;0.0;1438782600
2015-08-05 13:55:00;175.14;175.34;175.14;175.28;19236.0;2015-08-05 13:55:00;0.0;1438782900
2015-08-05 14:00:00;175.28;175.39;175.239;175.36700000000002;21360.0;2015-08-05 14:00:00;0.0;1438783200
2015-08-05 14:05:00;175.3751;175.43;175.29;175.29;33392.0;2015-08-05 14:05:00;0.0;1438783500
2015-08-05 14:10:00;175.29;175.3831;175.24;175.37;30623.0;2015-08-05 14:10:00;0.0;1438783800
2015-08-05 14:15:00;175.38;175.44;175.34;175.41;13061.0;2015-08-05 14:15:00;0.0;1438784100
2015-08-05 14:20:00;175.4239;175.49;175.4239;175.455;24752.0;2015-08-05 14:20:00;0.0;1438784400
2015-08-05 14:25:00;175.45;175.53;175.42;175.5;41604.0;2015-08-05 14:25:00;0.0;1438784700
2015-08-05 14:30:00;175.54;175.57;175.512;175.55;51422.0;2015-08-05 14:30:00;0.0;1438785000
2015-08-05 14:35:00;175.56;175.57;175.51;175.53;20289.0;2015-08-05 14:35:00;0.0;1438785300
2015-08-05 14:40:00;175.52;175.52;175.36;175.51;57282.0;2015-08-05 14:40:00;0.0;1438785600
2015-08-05 14:45:00;175.5;175.59;175.47;175.5765;55387.0;2015-08-05 14:45:00;0.0;1438785900
2015-08-05 14:50:00;175.57;175.58;175.45;175.5;46174.0;2015-08-05 14:50:00;0.0;1438786200
2015-08-05 14:55:00;175.5;175.5;175.4;175.45;16154.0;2015-08-05 14:55:00;0.0;1438786500
2015-08-05 15:00:00;175.45;175.5;175.42;175.49;18314.0;2015-08-05 15:00:00;0.0;1438786800
2015-08-05 15:05:00;175.49;175.58;175.49;175.55;21873.0;2015-08-05 15:05:00;0.0;1438787100
2015-08-05 15:10:00;175.56;175.67;175.56;175.6;52036.0;2015-08-05 15:10:00;0.0;1438787400
2015-08-05 15:15:00;175.58;175.5899;175.44;175.46;112520.0;2015-08-05 15:15:00;0.0;1438787700
2015-08-05 15:20:00;175.44;175.55;175.41;175.53;31956.0;2015-08-05 15:20:00;0.0;1438788000
2015-08-05 15:25:00;175.54;175.58;175.479;175.48;59639.0;2015-08-05 15:25:00;0.0;1438788300
2015-08-05 15:30:00;175.47;175.47;175.389;175.42;41308.0;2015-08-05 15:30:00;0.0;1438788600
2015-08-05 15:35:00;175.43;175.49;175.37;175.4;28530.0;2015-08-05 15:35:00;0.0;1438788900
2015-08-05 15:40:00;175.38;175.45;175.34;175.36;34737.0;2015-08-05 15:40:00;0.0;1438789200
2015-08-05 15:45:00;175.34;175.42;175.33;175.41;46614.0;2015-08-05 15:45:00;0.0;1438789500
2015-08-05 15:50:00;175.4;175.421;175.32;175.35;91298.0;2015-08-05 15:50:00;0.0;1438789800
2015-08-05 15:55:00;175.35;175.388;175.28;175.35;92941.0;2015-08-05 15:55:00;0.0;1438790100
2015-08-05 16:00:00;175.36;175.46;175.35;175.35;38631.0;2015-08-05 16:00:00;0.0;1438790400
2015-08-06 09:30:00;175.48;175.65;175.36;175.37;124465.0;2015-08-06 09:30:00;0.0;1438853400
2015-08-06 09:35:00;175.38;175.4;174.8;174.9;139550.0;2015-08-06 09:35:00;0.0;1438853700
2015-08-06 09:40:00;174.86;174.88;174.67;174.74;88516.0;2015-08-06 09:40:00;0.0;1438854000
2015-08-06 09:45:00;174.71;174.83;174.64;174.76;62869.0;2015-08-06 09:45:00;0.0;1438854300
2015-08-06 09:50:00;174.76;174.8;174.47;174.49;122067.0;2015-08-06 09:50:00;0.0;1438854600
2015-08-06 09:55:00;174.49;174.54;174.4;174.5;75676.0;2015-08-06 09:55:00;0.0;1438854900
2015-08-06 10:00:00;174.51;174.51;174.27;174.45;113382.0;2015-08-06 10:00:00;0.0;1438855200
2015-08-06 10:05:00;174.45;174.58;174.44;174.58;73037.0;2015-08-06 10:05:00;0.0;1438855500
2015-08-06 10:10:00;174.55;174.74099999999999;174.53;174.67;107493.0;2015-08-06 10:10:00;0.0;1438855800
