datetime;open;high;low;close;volume;datetime;gap;timestamp
2015-08-03 09:30:00;176.84;176.87099999999998;176.58;176.59;96219.0;2015-08-03 09:30:00;0.0;1438594200
2015-08-03 09:35:00;176.57;176.58;176.38;176.55;68597.0;2015-08-03 09:35:00;0.0;1438594500
2015-08-03 09:40:00;176.53;176.53;176.03;176.0596;77457.0;2015-08-03 09:40:00;0.0;1438594800
2015-08-03 09:45:00;176.07;176.15;175.95;176.06;152122.0;2015-08-03 09:45:00;0.0;1438595100
2015-08-03 09:50:00;176.09;176.16;176.04;176.08;123057.0;2015-08-03 09:50:00;0.0;1438595400
2015-08-03 09:55:00;176.1;176.32;176.1;176.26;41234.0;2015-08-03 09:55:00;0.0;1438595700
2015-08-03 10:00:00;176.27;176.297;176.09;176.12;57070.0;2015-08-03 10:00:00;0.0;1438596000
2015-08-03 10:05:00;176.11;176.27;175.9901;176.01;66314.0;2015-08-03 10:05:00;0.0;1438596300
2015-08-03 10:10:00;175.99;176.36;175.985;176.26;105623.0;2015-08-03 10:10:00;0.0;1438596600
2015-08-03 10:15:00;176.26;176.27;176.01;176.04;72665.0;2015-08-03 10:15:00;0.0;1438596900
2015-08-03 10:20:00;176.02;176.11;175.91;175.915;44170.0;2015-08-03 10:20:00;0.0;1438597200
2015-08-03 10:25:00;175.9;175.9;175.69;175.8;96210.0;2015-08-03 10:25:00;0.0;1438597500
2015-08-03 10:30:00;175.79;175.79;175.58;175.685;80223.0;2015-08-03 10:30:00;0.0;1438597800
2015-08-03 10:35:00;175.67;175.76;175.61;175.7555;56079.0;2015-08-03 10:35:00;0.0;1438598100
2015-08-03 10:40:00;175.75;175.8;175.68;175.77;29717.0;2015-08-03 10:40:00;0.0;1438598400
2015-08-03 10:45:00;175.75;175.85;175.65;175.83;70457.0;2015-08-03 10:45:00;0.0;1438598700
2015-08-03 10:50:00;175.83;175.84;175.77;175.79;22801.0;2015-08-03 10:50:00;0.0;1438599000
2015-08-03 10:55:00;175.805;175.96;175.77;175.91;136039.0;2015-08-03 10:55:00;0.0;1438599300
2015-08-03 11:00:00;175.91;175.98;175.86;175.87;20147.0;2015-08-03 11:00:00;0.0;1438599600
2015-08-03 11:05:00;175.86;175.94;175.82;175.93;29642.0;2015-08-03 11:05:00;0.0;1438599900
2015-08-03 11:10:00;175.91;176.04;175.88;175.9499;34455.0;2015-08-03 11:10:00;0.0;1438600200
2015-08-03 11:15:00;175.95;176.01;175.9;175.98;20507.0;2015-08-03 11:15:00;0.0;1438600500
2015-08-03 11:20:00;175.97;176.08;175.97;176.04;22360.0;2015-08-03 11:20:00;0.0;1438600800
2015-08-03 11:25:00;176.06;176.12;175.99;176.041;36204.0;2015-08-03 11:25:00;0.0;1438601100
2015-08-03 11:30:00;176.03;176.21;176.03;176.18;42996.0;2015-08-03 11:30:00;0.0;1438601400
2015-08-03 11:35:00;176.18;176.18;176.07;176.07;16479.0;2015-08-03 11:35:00;0.0;1438601700
2015-08-03 11:40:00;176.08;176.13;176.08;176.13;12696.0;2015-08-03 11:40:00;0.0;1438602000
2015-08-03 11:45:00;176.1362;176.1825;176.06;176.07;70523.0;2015-08-03 11:45:00;0.0;1438602300
2015-08-03 11:50:00;176.07;176.07;175.97;176.0;19016.0;2015-08-03 11:50:00;0.0;1438602600
2015-08-03 11:55:00;176.0;176.0;175.92;175.96;20513.0;2015-08-03 11:55:00;0.0;1438602900
2015-08-03 12:00:00;175.98;176.02;175.89;175.9;18883.0;2015-08-03 12:00:00;0.0;1438603200
2015-08-03 12:05:00;175.9;175.9368;175.87;175.91;37612.0;2015-08-03 12:05:00;0.0;1438603500
2015-08-03 12:10:00;175.9;175.955;175.87;175.93;90512.0;2015-08-03 12:10:00;0.0;1438603800
2015-08-03 12:15:00;175.93;175.935;175.75;175.755;112674.0;2015-08-03 12:15:00;0.0;1438604100
2015-08-03 12:20:00;175.77;175.8;175.72299999999998;175.77;19813.0;2015-08-03 12:20:00;0.0;1438604400
2015-08-03 12:25:00;175.78;175.815;175.75;175.81;17551.0;2015-08-03 12:25:00;0.0;1438604700
2015-08-03 12:30:00;175.8;175.8;175.54;175.58;62350.0;2015-08-03 12:30:00;0.0;1438605000
2015-08-03 12:35:00;175.58;175.6;175.45;175.4901;24508.0;2015-08-03 12:35:00;0.0;1438605300
2015-08-03 12:40:00;175.46;175.465;175.37;175.42;47489.0;2015-08-03 12:40:00;0.0;1438605600
2015-08-03 12:45:00;175.4;175.4;175.16;175.19;73291.0;2015-08-03 12:45:00;0.0;1438605900
2015-08-03 12:50:00;175.19;175.195;175.0;175.01;75752.0;2015-08-03 12:50:00;0.0;1438606200
2015-08-03 12:55:00;175.0;175.03;174.88;174.9866;68043.0;2015-08-03 12:55:00;0.0;1438606500
2015-08-03 13:00:00;175.0;175.05;174.915;175.05;38750.0;2015-08-03 13:00:00;0.0;1438606800
2015-08-03 13:05:00;175.03;175.03;174.81;174.81;43823.0;2015-08-03 13:05:00;0.0;1438607100
2015-08-03 13:10:00;174.8;174.86;174.75;174.83;41771.0;2015-08-03 13:10:00;0.0;1438607400
2015-08-03 13:15:00;174.82;174.84;174.73;174.74;37434.0;2015-08-03 13:15:00;0.0;1438607700
2015-08-03 13:20:00;174.735;174.91;174.735;174.87;81570.0;2015-08-03 13:20:00;0.0;1438608000
2015-08-03 13:25:00;174.88;174.985;174.82;174.97;62121.0;2015-08-03 13:25:00;0.0;1438608300
2015-08-03 13:30:00;174.95;174.99;174.88;174.9801;30496.0;2015-08-03 13:30:00;0.0;1438608600
2015-08-03 13:35:00;174.99;175.03;174.9;174.92;45354.0;2015-08-03 13:35:00;0.0;1438608900
2015-08-03 13:40:00;174.9299;175.049;174.9253;175.0099;45664.0;2015-08-03 13:40:00;0.0;1438609200
2015-08-03 13:45:00;175.01;175.09;174.88400000000001;175.0829;27550.0;2015-08-03 13:45:00;0.0;1438609500
2015-08-03 13:50:00;175.08;175.13;175.0499;175.08;32100.0;2015-08-03 13:50:00;0.0;1438609800
2015-08-03 13:55:00;175.05;175.07;174.95;175.01;24486.0;2015-08-03 13:55:00;0.0;1438610100
2015-08-03 14:00:00;175.0;175.02;174.9;175.0065;62538.0;2015-08-03 14:00:00;0.0;1438610400
2015-08-03 14:05:00;175.0;175.01;174.85;174.895;67668.0;2015-08-03 14:05:00;0.0;1438610700
2015-08-03 14:10:00;174.89;174.905;174.79;174.82;29877.0;2015-08-03 14:10:00;0.0;1438611000
2015-08-03 14:15:00;174.825;174.98;174.81;174.89;25457.0;2015-08-03 14:15:00;0.0;1438611300
2015-08-03 14:20:00;174.9;174.9;174.8199;174.89;13792.0;2015-08-03 14:20:00;0.0;1438611600
2015-08-03 14:25:00;174.89;174.94;174.79;174.92;43771.0;2015-08-03 14:25:00;0.0;1438611900
2015-08-03 14:30:00;174.92;174.95;174.838;174.94;26942.0;2015-08-03 14:30:00;0.0;1438612200
2015-08-03 14:35:00;174.94099999999997;175.1291;174.93;175.12;46837.0;2015-08-03 14:35:00;0.0;1438612500
2015-08-03 14:40:00;175.11;175.17;175.1;175.14;40496.0;2015-08-03 14:40:00;0.0;1438612800
2015-08-03 14:45:00;175.14;175.16;174.99;175.03;43411.0;2015-08-03 14:45:00;0.0;1438613100
2015-08-03 14:50:00;175.04;175.06;174.94;174.96;29977.0;2015-08-03 14:50:00;0.0;1438613400
2015-08-03 14:55:00;174.97;175.01;174.86;174.97;49618.0;2015-08-03 14:55:00;0.0;1438613700
2015-08-03 15:00:00;174.98;175.08;174.96;175.08;42509.0;2015-08-03 15:00:00;0.0;1438614000
2015-08-03 15:05:00;175.08;175.11;174.985;175.08;47751.0;2015-08-03 15:05:00;0.0;1438614300
2015-08-03 15:10:00;175.06;175.08;174.97;175.075;43916.0;2015-08-03 15:10:00;0.0;1438614600
2015-08-03 15:15:00;175.075;175.12;174.98;175.1151;33799.0;2015-08-03 15:15:00;0.0;1438614900
2015-08-03 15:20:00;175.12;175.18;175.08;175.15;47886.0;2015-08-03 15:20:00;0.0;1438615200
2015-08-03 15:25:00;175.15;175.21;175.09;175.18;58417.0;2015-08-03 15:25:00;0.0;1438615500
2015-08-03 15:30:00;175.19;175.25;175.1;175.23;75457.0;2015-08-03 15:30:00;0.0;1438615800
2015-08-03 15:35:00;175.22;175.49;175.21;175.48;180639.0;2015-08-03 15:35:00;0.0;1438616100
2015-08-03 15:40:00;175.49;175.69;175.42;175.64;126326.0;2015-08-03 15:40:00;0.0;1438616400
2015-08-03 15:45:00;175.65;175.65;175.5;175.53;47700.0;2015-08-03 15:45:00;0.0;1438616700
2015-08-03 15:50:00;175.53;175.58;175.48;175.55;53244.0;2015-08-03 15:50:00;0.0;1438617000
2015-08-03 15:55:00;175.56;175.78;175.54;175.72;199477.0;2015-08-03 15:55:00;0.0;1438617300
2015-08-03 16:00:00;175.72;175.79;175.66;175.66;245204.0;2015-08-03 16:00:00;0.0;1438617600
2015-08-04 09:30:00;175.79;176.04;175.67;175.85;103326.0;2015-08-04 09:30:00;0.0;1438680600
2015-08-04 09:35:00;175.86;176.02;175.5;175.51;93748.0;2015-08-04 09:35:00;0.0;1438680900
2015-08-04 09:40:00;175.51;175.74;175.51;175.74;39326.0;2015-08-04 09:40:00;0.0;1438681200
2015-08-04 09:45:00;175.73;175.91;175.68;175.91;90195.0;2015-08-04 09:45:00;0.0;1438681500
2015-08-04 09:50:00;175.89;175.98;175.86;175.87;55430.0;2015-08-04 09:50:00;0.0;1438681800
2015-08-04 09:55:00;175.86;175.9;175.78;175.83;49757.0;2015-08-04 09:55:00;0.0;1438682100
2015-08-04 10:00:00;175.86;175.87;175.7;175.76;66604.0;2015-08-04 10:00:00;0.0;1438682400
2015-08-04 10:05:00;175.8;175.98;175.73;175.94;34759.0;2015-08-04 10:05:00;0.0;1438682700
2015-08-04 10:10:00;175.93;176.0;175.71;175.96;141173.0;2015-08-04 10:10:00;0.0;1438683000
2015-08-04 10:15:00;175.96;175.9799;175.79;175.87;47161.0;2015-08-04 10:15:00;0.0;1438683300
2015-08-04 10:20:00;175.8675;176.0;175.51;175.92;44786.0;2015-08-04 10:20:00;0.0;1438683600
2015-08-04 10:25:00;175.92;176.13;175.92;176.01;99145.0;2015-08-04 10:25:00;0.0;1438683900
2015-08-04 10:30:00;176.05;176.1;175.75;176.02;46002.0;2015-08-04 10:30:00;0.0;1438684200
2015-08-04 10:35:00;176.02;176.04;175.6701;175.82;32946.0;2015-08-04 10:35:00;0.0;1438684500
2015-08-04 10:40:00;175.83;175.86;175.68;175.75;29748.0;2015-08-04 10:40:00;0.0;1438684800
2015-08-04 10:45:00;175.74;175.89;175.72;175.75;83643.0;2015-08-04 10:45:00;0.0;1438685100
2015-08-04 10:50:00;175.76;175.77;175.57;175.67;49481.0;2015-08-04 10:50:00;0.0;1438685400
2015-08-04 10:55:00;175.6875;175.7039;175.42;175.5;85936.0;2015-08-04 10:55:00;0.0;1438685700
2015-08-04 11:00:00;175.5;175.62;175.48;175.5941;46882.0;2015-08-04 11:00:00;0.0;1438686000
2015-08-04 11:05:00;175.58;175.71;175.56;175.57;39233.0;2015-08-04 11:05:00;0.0;1438686300
2015-08-04 11:10:00;175.56;175.77;175.55;175.76;33512.0;2015-08-04 11:10:00;0.0;1438686600
2015-08-04 11:15:00;175.75;175.77;175.6;175.62;32302.0;2015-08-04 11:15:00;0.0;1438686900
2015-08-04 11:20:00;175.5999;175.67;175.57;175.62;16074.0;2015-08-04 11:20:00;0.0;1438687200
2015-08-04 11:25:00;175.63;175.64;175.521;175.63;12325.0;2015-08-04 11:25:00;0.0;1438687500
2015-08-04 11:30:00;175.63;175.65;175.55;175.58;30727.0;2015-08-04 11:30:00;0.0;1438687800
2015-08-04 11:35:00;175.5923;175.68;175.5923;175.6699;9570.0;2015-08-04 11:35:00;0.0;1438688100
2015-08-04 11:40:00;175.66;175.76;175.655;175.7;58079.0;2015-08-04 11:40:00;0.0;1438688400
2015-08-04 11:45:00;175.66;175.66099999999997;175.5925;175.62;11421.0;2015-08-04 11:45:00;0.0;1438688700
2015-08-04 11:50:00;175.62;175.62;175.5;175.55;25946.0;2015-08-04 11:50:00;0.0;1438689000
2015-08-04 11:55:00;175.55;175.63;175.52;175.6;17046.0;2015-08-04 11:55:00;0.0;1438689300
2015-08-04 12:00:00;175.58;175.68;175.58;175.65;28489.0;2015-08-04 12:00:00;0.0;1438689600
2015-08-04 12:05:00;175.66;175.79;175.66;175.74;42365.0;2015-08-04 12:05:00;0.0;1438689900
2015-08-04 12:10:00;175.75;175.76;175.7;175.73;16205.0;2015-08-04 12:10:00;0.0;1438690200
2015-08-04 12:15:00;175.72;175.73;175.63;175.67;11095.0;2015-08-04 12:15:00;0.0;1438690500
2015-08-04 12:20:00;175.66;175.67;175.58;175.58;13254.0;2015-08-04 12:20:00;0.0;1438690800
2015-08-04 12:25:00;175.57;175.61;175.5;175.50799999999998;69047.0;2015-08-04 12:25:00;0.0;1438691100
2015-08-04 12:30:00;175.5;175.52;175.47;175.51;14830.0;2015-08-04 12:30:00;0.0;1438691400
2015-08-04 12:35:00;175.51;175.55;175.49;175.54;22676.0;2015-08-04 12:35:00;0.0;1438691700
2015-08-04 12:40:00;175.54;175.56;175.35;175.35;55686.0;2015-08-04 12:40:00;0.0;1438692000
2015-08-04 12:45:00;175.35;175.44;175.3401;175.41;32434.0;2015-08-04 12:45:00;0.0;1438692300
2015-08-04 12:50:00;175.4;175.4;175.32;175.33;38985.0;2015-08-04 12:50:00;0.0;1438692600
2015-08-04 12:55:00;175.34;175.39;175.29;175.3575;14215.0;2015-08-04 12:55:00;0.0;1438692900
2015-08-04 13:00:00;175.35;175.35;175.27;175.3;31815.0;2015-08-04 13:00:00;0.0;1438693200
2015-08-04 13:05:00;175.3;175.34;175.28;175.33;11291.0;2015-08-04 13:05:00;0.0;1438693500
2015-08-04 13:10:00;175.33;175.35;175.29;175.33;16362.0;2015-08-04 13:10:00;0.0;1438693800
2015-08-04 13:15:00;175.34;175.49;175.34;175.4561;19282.0;2015-08-04 13:15:00;0.0;1438694100
2015-08-04 13:20:00;175.43;175.489;175.43;175.43;7327.0;2015-08-04 13:20:00;0.0;1438694400
2015-08-04 13:25:00;175.43;175.48;175.31;175.48;8387.0;2015-08-04 13:25:00;0.0;1438694700
2015-08-04 13:30:00;175.5;175.64;175.5;175.58;44227.0;2015-08-04 13:30:00;0.0;1438695000
2015-08-04 13:35:00;175.6;175.61;175.55;175.61;28711.0;2015-08-04 13:35:00;0.0;1438695300
2015-08-04 13:40:00;175.6;175.6;175.38;175.42;80167.0;2015-08-04 13:40:00;0.0;1438695600
2015-08-04 13:45:00;175.41;175.521;175.25;175.26;121810.0;2015-08-04 13:45:00;0.0;1438695900
2015-08-04 13:50:00;175.28;175.28;175.04;175.09;117899.0;2015-08-04 13:50:00;0.0;1438696200
2015-08-04 13:55:00;175.1;175.4599;175.0;175.08;41341.0;2015-08-04 13:55:00;0.0;1438696500
2015-08-04 14:00:00;175.06;175.12;175.0299;175.07;35577.0;2015-08-04 14:00:00;0.0;1438696800
2015-08-04 14:05:00;175.06;175.11;174.91;174.91;74261.0;2015-08-04 14:05:00;0.0;1438697100
2015-08-04 14:10:00;174.9;174.92;174.8277;174.9;113254.0;2015-08-04 14:10:00;0.0;1438697400
2015-08-04 14:15:00;174.9;175.02;174.84;175.02;72911.0;2015-08-04 14:15:00;0.0;1438697700
2015-08-04 14:20:00;175.03;175.05;174.95;175.01;33714.0;2015-08-04 14:20:00;0.0;1438698000
2015-08-04 14:25:00;175.0;175.09;174.97099999999998;175.07;27689.0;2015-08-04 14:25:00;0.0;1438698300
2015-08-04 14:30:00;175.08;175.08;175.0161;175.06;12493.0;2015-08-04 14:30:00;0.0;1438698600
2015-08-04 14:35:00;175.07;175.23;175.03;175.21;97133.0;2015-08-04 14:35:00;0.0;1438698900
2015-08-04 14:40:00;175.3499;175.4025;175.14;175.23;46999.0;2015-08-04 14:40:00;0.0;1438699200
2015-08-04 14:45:00;175.22;175.45;175.2;175.45;40827.0;2015-08-04 14:45:00;0.0;1438699500
2015-08-04 14:50:00;175.45;175.45;175.36;175.36;32876.0;2015-08-04 14:50:00;0.0;1438699800
2015-08-04 14:55:00;175.3468;175.4;175.25;175.4;33236.0;2015-08-04 14:55:00;0.0;1438700100
2015-08-04 15:00:00;175.39;175.51;175.35;175.38;85902.0;2015-08-04 15:00:00;0.0;1438700400
2015-08-04 15:05:00;175.37;175.47;175.33;175.38;50714.0;2015-08-04 15:05:00;0.0;1438700700
2015-08-04 15:10:00;175.39;175.39;175.3;175.34;35539.0;2015-08-04 15:10:00;0.0;1438701000
2015-08-04 15:15:00;175.35;175.43;175.24;175.27;27710.0;2015-08-04 15:15:00;0.0;1438701300
2015-08-04 15:20:00;175.27;175.33;175.2;175.33;43389.0;2015-08-04 15:20:00;0.0;1438701600
2015-08-04 15:25:00;175.3;175.35;175.29;175.35;28652.0;2015-08-04 15:25:00;0.0;1438701900
2015-08-04 15:30:00;175.34;175.46;174.93;175.38;110369.0;2015-08-04 15:30:00;0.0;1438702200
2015-08-04 15:35:00;175.38;175.395;175.29;175.29;49027.0;2015-08-04 15:35:00;0.0;1438702500
2015-08-04 15:40:00;175.29;175.6;175.18;175.23;115797.0;2015-08-04 15:40:00;0.0;1438702800
2015-08-04 15:45:00;175.22;175.245;175.12;175.1451;112071.0;2015-08-04 15:45:00;0.0;1438703100
2015-08-04 15:50:00;175.14;175.225;175.11;175.1945;55344.0;2015-08-04 15:50:00;0.0;1438703400
2015-08-04 15:55:00;175.18;175.36;175.08;175.3;209926.0;2015-08-04 15:55:00;0.0;1438703700
2015-08-04 16:00:00;175.29;175.38;175.27;175.38;34751.0;2015-08-04 16:00:00;0.0;1438704000
2015-08-05 09:30:00;175.84;175.89;175.74;175.81;169258.0;2015-08-05 09:30:00;0.0;1438767000
2015-08-05 09:35:00;175.81;176.05;175.81;175.85;107656.0;2015-08-05 09:35:00;0.0;1438767300
2015-08-05 09:40:00;175.87;175.99;175.77;175.87;128760.0;2015-08-05 09:40:00;0.0;1438767600
2015-08-05 09:45:00;175.88;176.19;175.88;176.17;126501.0;2015-08-05 09:45:00;0.0;1438767900
2015-08-05 09:50:00;176.2;176.24;176.06;176.23;126487.0;2015-08-05 09:50:00;0.0;1438768200
2015-08-05 09:55:00;176.24;176.26;175.96;176.04;162426.0;2015-08-05 09:55:00;0.0;1438768500
2015-08-05 10:00:00;176.07;176.13;175.8999;176.05;188177.0;2015-08-05 10:00:00;0.0;1438768800
2015-08-05 10:05:00;176.06;176.18;176.055;176.18;59573.0;2015-08-05 10:05:00;0.0;1438769100
2015-08-05 10:10:00;176.19;176.36;176.1751;176.24;122780.0;2015-08-05 10:10:00;0.0;1438769400
2015-08-05 10:15:00;176.27;176.36;176.21;176.34;56286.0;2015-08-05 10:15:00;0.0;1438769700
2015-08-05 10:20:00;176.34;176.44;176.34;176.3635;65372.0;2015-08-05 10:20:00;0.0;1438770000
2015-08-05 10:25:00;176.38;176.4765;176.36;176.46;66386.0;2015-08-05 10:25:00;0.0;1438770300
2015-08-05 10:30:00;176.49;176.53;176.38;176.42;66541.0;2015-08-05 10:30:00;0.0;1438770600
2015-08-05 10:35:00;176.42;176.47;176.3649;176.39;36177.0;2015-08-05 10:35:00;0.0;1438770900
2015-08-05 10:40:00;176.38;176.42;176.24;176.27;52162.0;2015-08-05 10:40:00;0.0;1438771200
2015-08-05 10:45:00;176.27;176.28900000000002;176.22;176.2302;29191.0;2015-08-05 10:45:00;0.0;1438771500
2015-08-05 10:50:00;176.24;176.35;176.2215;176.33;24215.0;2015-08-05 10:50:00;0.0;1438771800
2015-08-05 10:55:00;176.33;176.37599999999998;176.24;176.25;19725.0;2015-08-05 10:55:00;0.0;1438772100
2015-08-05 11:00:00;176.26;176.34799999999998;176.23;176.25;20287.0;2015-08-05 11:00:00;0.0;1438772400
