open,high,low,close,volume,datetime,gap,timestamp
176.84,176.87099999999998,176.58,176.59,96219.0,2015-08-03 09:30:00,0.0,1438594200
176.57,176.58,176.38,176.55,68597.0,2015-08-03 09:35:00,0.0,1438594500
176.53,176.53,176.03,176.0596,77457.0,2015-08-03 09:40:00,0.0,1438594800
176.07,176.15,175.95,176.06,152122.0,2015-08-03 09:45:00,0.0,1438595100
176.09,176.16,176.04,176.08,123057.0,2015-08-03 09:50:00,0.0,1438595400
176.1,176.32,176.1,176.26,41234.0,2015-08-03 09:55:00,0.0,1438595700
176.27,176.297,176.09,176.12,57070.0,2015-08-03 10:00:00,0.0,1438596000
176.11,176.27,175.9901,176.01,66314.0,2015-08-03 10:05:00,0.0,1438596300
175.99,176.36,175.985,176.26,105623.0,2015-08-03 10:10:00,0.0,1438596600
176.26,176.27,176.01,176.04,72665.0,2015-08-03 10:15:00,0.0,1438596900
176.02,176.11,175.91,175.915,44170.0,2015-08-03 10:20:00,0.0,1438597200
175.9,175.9,175.69,175.8,96210.0,2015-08-03 10:25:00,0.0,1438597500
175.79,175.79,175.58,175.685,80223.0,2015-08-03 10:30:00,0.0,1438597800
175.67,175.76,175.61,175.7555,56079.0,2015-08-03 10:35:00,0.0,1438598100
175.75,175.8,175.68,175.77,29717.0,2015-08-03 10:40:00,0.0,1438598400
175.75,175.85,175.65,175.83,70457.0,2015-08-03 10:45:00,0.0,1438598700
175.83,175.84,175.77,175.79,22801.0,2015-08-03 10:50:00,0.0,1438599000
175.805,175.96,175.77,175.91,136039.0,2015-08-03 10:55:00,0.0,1438599300
175.91,175.98,175.86,175.87,20147.0,2015-08-03 11:00:00,0.0,1438599600
175.86,175.94,175.82,175.93,29642.0,2015-08-03 11:05:00,0.0,1438599900
175.91,176.04,175.88,175.9499,34455.0,2015-08-03 11:10:00,0.0,1438600200
175.95,176.01,175.9,175.98,20507.0,2015-08-03 11:15:00,0.0,1438600500
175.97,176.08,175.97,176.04,22360.0,2015-08-03 11:20:00,0.0,1438600800
176.06,176.12,175.99,176.041,36204.0,2015-08-03 11:25:00,0.0,1438601100
176.03,176.21,176.03,176.18,42996.0,2015-08-03 11:30:00,0.0,1438601400
176.18,176.18,176.07,176.07,16479.0,2015-08-03 11:35:00,0.0,1438601700
176.08,176.13,176.08,176.13,12696.0,2015-08-03 11:40:00,0.0,1438602000
176.1362,176.1825,176.06,176.07,70523.0,2015-08-03 11:45:00,0.0,1438602300
176.07,176.07,175.97,176.0,19016.0,2015-08-03 11:50:00,0.0,1438602600
176.0,176.0,175.92,175.96,20513.0,2015-08-03 11:55:00,0.0,1438602900
175.98,176.02,175.89,175.9,18883.0,2015-08-03 12:00:00,0.0,1438603200
175.9,175.9368,175.87,175.91,37612.0,2015-08-03 12:05:00,0.0,1438603500
175.9,175.955,175.87,175.93,90512.0,2015-08-03 12:10:00,0.0,1438603800
175.93,175.935,175.75,175.755,112674.0,2015-08-03 12:15:00,0.0,1438604100
175.77,175.8,175.72299999999998,175.77,19813.0,2015-08-03 12:20:00,0.0,1438604400
175.78,175.815,175.75,175.81,17551.0,2015-08-03 12:25:00,0.0,1438604700
175.8,175.8,175.54,175.58,62350.0,2015-08-03 12:30:00,0.0,1438605000
175.58,175.6,175.45,175.4901,24508.0,2015-08-03 12:35:00,0.0,1438605300
175.46,175.465,175.37,175.42,47489.0,2015-08-03 12:40:00,0.0,1438605600
175.4,175.4,175.16,175.19,73291.0,2015-08-03 12:45:00,0.0,1438605900
175.19,175.195,175.0,175.01,75752.0,2015-08-03 12:50:00,0.0,1438606200
175.0,175.03,174.88,174.9866,68043.0,2015-08-03 12:55:00,0.0,1438606500
175.0,175.05,174.915,175.05,38750.0,2015-08-03 13:00:00,0.0,1438606800
175.03,175.03,174.81,174.81,43823.0,2015-08-03 13:05:00,0.0,1438607100
174.8,174.86,174.75,174.83,41771.0,2015-08-03 13:10:00,0.0,1438607400
174.82,174.84,174.73,174.74,37434.0,2015-08-03 13:15:00,0.0,1438607700
174.735,174.91,174.735,174.87,81570.0,2015-08-03 13:20:00,0.0,1438608000
174.88,174.985,174.82,174.97,62121.0,2015-08-03 13:25:00,0.0,1438608300
174.95,174.99,174.88,174.9801,30496.0,2015-08-03 13:30:00,0.0,1438608600
174.99,175.03,174.9,174.92,45354.0,2015-08-03 13:35:00,0.0,1438608900
174.9299,175.049,174.9253,175.0099,45664.0,2015-08-03 13:40:00,0.0,1438609200
175.01,175.09,174.88400000000001,175.0829,27550.0,2015-08-03 13:45:00,0.0,1438609500
175.08,175.13,175.0499,175.08,32100.0,2015-08-03 13:50:00,0.0,1438609800
175.05,175.07,174.95,175.01,24486.0,2015-08-03 13:55:00,0.0,1438610100
