datetime;close;high;low;open
2018-08-01 09:30:00;198.38;199.25;197.35;199.145
2018-08-01 09:35:00;198.6;199.0;198.07;198.5
2018-08-01 09:40:00;197.88;198.56;197.56;198.56
2018-08-01 09:45:00;197.95;198.21;197.79;198.025
2018-08-01 09:50:00;198.37;198.51;197.77;198.01
2018-08-01 09:55:00;198.77;198.89;198.22;198.38
2018-08-01 10:00:00;198.71;199.06;198.43;198.75
2018-08-01 10:05:00;198.32;198.81;197.96;198.685
2018-08-01 10:10:00;198.69;198.67;198.11;198.35
2018-08-01 10:15:00;199.26;199.34;198.69;198.69
2018-08-01 10:20:00;199.75;199.78;199.22;199.265
2018-08-01 10:25:00;199.61;199.79;199.6;199.77
2018-08-01 10:30:00;199.96;199.955;199.61;199.61
2018-08-01 10:35:00;199.97;200.0;199.79;199.945
2018-08-01 10:40:00;200.48;200.48;199.82;199.99
2018-08-01 10:45:00;201.03;201.07;200.34;200.465
2018-08-01 10:50:00;200.5;201.29;200.36;201.0
2018-08-01 10:55:00;200.43;200.785;200.19;200.53
2018-08-01 11:00:00;200.9;200.9;200.31;200.46
2018-08-01 11:05:00;200.19;200.84;200.04;200.83
2018-08-01 11:10:00;200.46;200.44;200.18;200.205
2018-08-01 11:15:00;200.295;200.46;200.29;200.455
2018-08-01 11:20:00;200.35;200.5;200.18;200.25
2018-08-01 11:25:00;200.88;200.89;200.24;200.34
2018-08-01 11:30:00;200.185;200.89;200.15;200.89
2018-08-01 11:35:00;199.905;200.175;199.355;200.175
2018-08-01 11:40:00;199.66;199.93;199.51;199.84
2018-08-01 11:45:00;199.93;199.93;199.545;199.68
2018-08-01 11:50:00;200.59;200.59;199.92;199.95
2018-08-01 11:55:00;199.93;200.635;199.91;200.635
2018-08-01 12:00:00;200.14;200.28;199.75;199.95
2018-08-01 12:05:00;200.24;200.39;199.94;200.04
2018-08-01 12:10:00;200.52;200.75;200.25;200.25
2018-08-01 12:15:00;200.32;200.52;200.25;200.515
2018-08-01 12:20:00;200.05;200.3;200.0;200.3
2018-08-01 12:25:00;200.01;200.21;199.78;200.01
2018-08-01 12:30:00;200.07;200.17;199.905;199.94
2018-08-01 12:35:00;200.13;200.265;200.09;200.1
2018-08-01 12:40:00;200.08;200.21;199.9;200.13
2018-08-01 12:45:00;199.92;200.11;199.9;200.08
2018-08-01 12:50:00;200.2;200.29;199.96;199.96
2018-08-01 12:55:00;200.16;200.445;200.11;200.21
2018-08-01 13:00:00;200.37;200.48;200.14;200.14
2018-08-01 13:05:00;200.47;200.57;200.4;200.4
2018-08-01 13:10:00;200.68;200.68;200.46;200.51
2018-08-01 13:15:00;200.75;201.0;200.61;200.685
2018-08-01 13:20:00;200.66;200.73;200.57;200.725
2018-08-01 13:25:00;200.54;200.78;200.49;200.685
2018-08-01 13:30:00;200.51;200.67;200.49;200.535
2018-08-01 13:35:00;200.52;200.63;200.36;200.51
2018-08-01 13:40:00;200.38;200.51;200.17;200.51
2018-08-01 13:45:00;200.125;200.38;199.97;200.38
2018-08-01 13:50:00;200.11;200.15;200.01;200.1
2018-08-01 13:55:00;200.02;200.31;199.9;200.1
2018-08-01 14:00:00;200.06;200.4;199.945;200.07
2018-08-01 14:05:00;199.86;200.1;199.59;200.08
2018-08-01 14:10:00;200.2;200.37;199.78;199.835
2018-08-01 14:15:00;200.265;200.47;200.21;200.235
2018-08-01 14:20:00;200.4;200.49;200.11;200.24
2018-08-01 14:25:00;200.48;200.55;200.35;200.42
2018-08-01 14:30:00;200.35;200.54;200.27;200.435
2018-08-01 14:35:00;200.245;200.375;200.15;200.375
2018-08-01 14:40:00;200.12;200.39;200.045;200.29
2018-08-01 14:45:00;199.91;200.19;199.905;200.13
2018-08-01 14:50:00;200.01;200.08;199.905;199.905
2018-08-01 14:55:00;200.21;200.225;200.005;200.01
2018-08-01 15:00:00;200.1;200.21;200.07;200.21
2018-08-01 15:05:00;200.24;200.26;200.055;200.11
2018-08-01 15:10:00;200.27;200.385;200.18;200.235
2018-08-01 15:15:00;200.4;200.48;200.27;200.27
2018-08-01 15:20:00;200.5;200.53;200.39;200.39
2018-08-01 15:25:00;200.83;200.85;200.49;200.49
2018-08-01 15:30:00;201.06;201.04;200.69;200.83
2018-08-01 15:35:00;200.97;201.26;200.87;201.08
2018-08-01 15:40:00;201.3;201.36;200.87;200.87
2018-08-01 15:45:00;201.52;201.54;201.2;201.29
2018-08-01 15:50:00;201.49;201.54;201.06;201.32
2018-08-01 15:55:00;201.62;201.755;201.49;201.49
2018-08-01 16:00:00;201.62;201.62;201.62;201.62
2018-08-01 16:05:00;201.62;201.62;201.62;201.62
2018-08-01 16:10:00;201.62;201.62;201.62;201.62
2018-08-01 16:15:00;201.62;201.62;201.62;201.62
2018-08-01 16:20:00;201.62;201.62;201.62;201.62
2018-08-01 16:25:00;201.62;201.62;201.62;201.62
2018-08-01 16:30:00;201.62;201.62;201.62;201.62
2018-08-01 16:35:00;201.62;201.62;201.62;201.62
2018-08-01 16:40:00;201.62;201.62;201.62;201.62
2018-08-01 16:45:00;201.62;201.62;201.62;201.62
2018-08-02 09:30:00;201.63;201.64;200.37;200.53
2018-08-02 09:35:00;201.35;201.95;201.35;201.63
2018-08-02 09:40:00;202.02;202.14;201.25;201.39
2018-08-02 09:45:00;202.64;202.84;202.06;202.06
2018-08-02 09:50:00;203.09;203.43;202.61;202.63
2018-08-02 09:55:00;203.26;203.57;203.085;203.115
2018-08-02 10:00:00;203.13;203.43;202.89;203.31
2018-08-02 10:05:00;203.8;203.795;203.155;203.155
2018-08-02 10:10:00;203.57;203.87;203.51;203.81
2018-08-02 10:15:00;204.11;204.17;203.58;203.585
2018-08-02 10:20:00;204.24;204.51;204.115;204.13
2018-08-02 10:25:00;204.75;204.81;204.21;204.22
2018-08-02 10:30:00;205.12;205.12;204.48;204.785
2018-08-02 10:35:00;205.515;205.64;204.98;205.12
2018-08-02 10:40:00;205.3;205.65;205.26;205.525
2018-08-02 10:45:00;206.14;206.14;205.14;205.32
2018-08-02 10:50:00;205.855;206.56;205.84;206.11
2018-08-02 10:55:00;205.91;205.98;205.41;205.88
2018-08-02 11:00:00;205.75;206.24;205.72;205.91
2018-08-02 11:05:00;205.23;205.775;205.23;205.745
2018-08-02 11:10:00;205.75;205.85;205.1;205.26
2018-08-02 11:15:00;206.21;206.52;205.75;205.76
2018-08-02 11:20:00;206.69;206.67;206.23;206.25
