datetime;close;high;low;open
2018-08-01 09:30:00;198.77;199.25;197.35;199.145
2018-08-01 10:00:00;199.61;199.79;197.96;198.75
2018-08-01 10:30:00;200.43;201.29;199.61;199.61
2018-08-01 11:00:00;200.88;200.9;200.04;200.46
2018-08-01 11:30:00;199.93;200.89;199.355;200.89
2018-08-01 12:00:00;200.01;200.75;199.75;199.95
2018-08-01 12:30:00;200.16;200.445;199.9;199.94
2018-08-01 13:00:00;200.54;201.0;200.14;200.14
2018-08-01 13:30:00;200.02;200.67;199.9;200.535
2018-08-01 14:00:00;200.48;200.55;199.59;200.07
2018-08-01 14:30:00;200.21;200.54;199.905;200.435
2018-08-01 15:00:00;200.83;200.85;200.055;200.21
2018-08-01 15:30:00;201.62;201.755;200.69;200.83
2018-08-01 16:00:00;201.62;201.62;201.62;201.62
2018-08-01 16:30:00;201.62;201.62;201.62;201.62
2018-08-02 09:30:00;203.26;203.57;200.37;200.53
2018-08-02 10:00:00;204.75;204.81;202.89;203.31
2018-08-02 10:30:00;205.91;206.56;204.48;204.785
2018-08-02 11:00:00;206.43;206.76;205.1;205.91
2018-08-02 11:30:00;206.64;207.04;205.89;206.42
2018-08-02 12:00:00;206.48;206.99;206.12;206.68
2018-08-02 12:30:00;206.42;206.915;206.325;206.48
2018-08-02 13:00:00;206.78;207.25;206.42;206.43
2018-08-02 13:30:00;207.91;207.97;206.77;206.805
2018-08-02 14:00:00;207.75;208.365;207.67;207.91
2018-08-02 14:30:00;207.75;208.27;207.61;207.73
2018-08-02 15:00:00;207.56;207.99;207.53;207.74
2018-08-02 15:30:00;207.54;207.915;207.37;207.56
2018-08-02 16:00:00;207.39;207.39;207.39;207.39
2018-08-02 16:30:00;207.39;207.39;207.39;207.39
2018-08-03 09:30:00;207.39;207.39;207.39;207.39
2018-08-03 10:00:00;207.19;207.39;206.62;207.39
2018-08-03 10:30:00;206.62;207.54;206.56;207.2
2018-08-03 11:00:00;207.28;207.41;206.51;206.665
2018-08-03 11:30:00;207.04;207.33;206.92;207.29
2018-08-03 12:00:00;208.03;208.13;207.03;207.035
2018-08-03 12:30:00;208.43;208.68;208.06;208.06
2018-08-03 13:00:00;208.17;208.67;208.1;208.51
2018-08-03 13:30:00;208.23;208.32;207.8;208.18
2018-08-03 14:00:00;207.76;208.23;207.61;208.16
2018-08-03 14:30:00;207.48;207.82;207.35;207.765
2018-08-03 15:00:00;207.58;207.94;207.445;207.49
2018-08-03 15:30:00;207.96;207.97;207.53;207.59
2018-08-09 09:30:00;208.53;208.7;207.25;207.25
2018-08-09 10:00:00;209.52;209.57;208.53;208.53
2018-08-09 10:30:00;208.835;209.595;208.75;209.48
2018-08-09 11:00:00;208.96;209.21;208.24;208.875
2018-08-09 11:30:00;208.94;209.28;208.7;208.95
2018-08-09 12:00:00;209.22;209.38;208.92;208.955
2018-08-09 12:30:00;209.55;209.555;209.08;209.22
2018-08-09 13:00:00;209.425;209.745;209.36;209.56
2018-08-09 13:30:00;209.49;209.61;209.4;209.45
2018-08-09 14:00:00;209.64;209.69;209.44;209.5
2018-08-09 14:30:00;209.42;209.77;209.44;209.645
2018-08-09 15:00:00;209.58;209.68;209.415;209.415
2018-08-09 15:30:00;209.04;209.64;208.83;209.565
2018-08-09 16:00:00;208.88;208.88;208.88;208.88
2018-08-10 09:30:00;208.05;209.1;207.19;207.36
2018-08-10 10:00:00;208.49200000000002;208.9;207.31;208.05
2018-08-10 10:30:00;207.99;208.99;207.88;208.52
2018-08-10 11:00:00;208.293;208.47;207.85;207.98
2018-08-10 11:30:00;207.975;208.5;207.865;208.29
2018-08-10 12:00:00;208.078;208.22;207.8;207.97
2018-08-10 12:30:00;207.89;208.16;207.75;208.08
2018-08-10 13:00:00;207.62599999999998;207.94;207.53;207.9
2018-08-10 13:30:00;206.93;207.985;206.67;207.625
2018-08-10 14:00:00;206.753;207.29;206.68;206.93
2018-08-10 14:30:00;207.21599999999998;207.354;206.76;206.76
2018-08-10 15:00:00;207.835;207.94;207.04;207.22
2018-08-10 15:30:00;207.55;207.89;207.17;207.84
2018-08-16 09:30:00;211.78;212.25;210.24;210.24
2018-08-16 10:00:00;212.85;212.85;211.78;211.78
2018-08-16 10:30:00;212.785;213.19799999999998;212.785;212.85
2018-08-16 11:00:00;213.273;213.465;212.785;212.785
2018-08-16 11:30:00;213.13299999999998;213.3;213.13299999999998;213.273
2018-08-16 12:00:00;213.43;213.57;213.13299999999998;213.13299999999998
2018-08-16 12:30:00;213.28;213.43;212.985;213.43
2018-08-16 13:00:00;213.37;213.37;213.16;213.28
2018-08-16 13:30:00;213.3;213.41;213.3;213.37
2018-08-16 14:00:00;213.515;213.65;213.3;213.3
2018-08-16 14:30:00;213.54;213.54;213.32;213.515
2018-08-16 15:00:00;213.653;213.653;213.54;213.54
2018-08-16 15:30:00;213.01;213.73;213.01;213.653
2018-08-16 16:00:00;213.48;213.48;213.48;213.48
2018-08-17 09:30:00;214.68;215.2;213.16;213.44
2018-08-17 10:00:00;214.42;214.75;213.68;214.68
2018-08-17 10:30:00;215.297;215.34;214.38099999999997;214.43
2018-08-17 11:00:00;216.06;216.24;215.02;215.31
2018-08-17 11:30:00;217.3;217.68;215.875;216.05900000000003
2018-08-17 12:00:00;216.83599999999998;217.36;216.47;217.317
2018-08-17 12:30:00;216.33;216.86700000000002;216.1;216.83700000000002
2018-08-17 13:00:00;216.298;216.92;216.23;216.31
2018-08-17 13:30:00;216.73;216.82;216.25;216.29
2018-08-17 14:00:00;217.292;217.55;216.66;216.733
2018-08-17 14:30:00;217.42;217.495;190.98;217.29
2018-08-17 15:00:00;217.1;217.415;216.95;217.33
