datetime;open;high;low;close;volume
2019-07-01 00:00:00;10769.05;10794.22;10630.88;10784.36;22159343.830000002
2019-07-01 00:10:00;10784.36;10953.06;10739.67;10907.16;18565853.06
2019-07-01 00:20:00;10907.16;10955.53;10868.07;10934.65;9044746.91
2019-07-01 00:30:00;10934.65;10946.08;10857.29;10888.46;5749377.09
2019-07-01 00:40:00;10888.46;10982.76;10882.69;10949.79;6516867.42
2019-07-01 00:50:00;10949.79;11028.13;10917.53;11014.49;8352535.84
2019-07-01 01:00:00;11014.49;11101.07;10990.36;11054.67;10026094.56
2019-07-01 01:10:00;11054.67;11064.78;10984.19;10993.83;4124976.0900000003
2019-07-01 01:20:00;10993.83;10996.19;10951.95;10986.16;3192840.6100000003
2019-07-01 01:30:00;10986.16;11046.01;10968.64;11023.82;2441417.4099999997
2019-07-01 01:40:00;11023.82;11023.82;10911.99;10963.97;8967971.169999998
2019-07-01 01:50:00;10963.97;10978.16;10898.31;10898.54;5215884.1899999995
2019-07-01 02:00:00;10898.54;10915.74;10807.88;10843.7;9141672.88
2019-07-01 02:10:00;10843.7;10926.07;10831.31;10926.07;4742269.819999999
2019-07-01 02:20:00;10926.07;11028.75;10925.66;11008.83;7579594.27
2019-07-01 02:30:00;11008.83;11077.06;10993.86;10995.21;4447816.470000001
2019-07-01 02:40:00;10995.21;11026.95;10987.29;11004.16;3287410.53
2019-07-01 02:50:00;11004.16;11042.35;10998.55;10999.7;2434588.57
2019-07-01 03:00:00;10999.7;11025.83;10976.17;11005.27;2128568.8999999994
2019-07-01 03:10:00;11005.27;11133.15;11004.66;11094.17;7769711.09
2019-07-01 03:20:00;11094.17;11103.71;11045.92;11078.73;3380423.6
2019-07-01 03:30:00;11078.73;11166.54;11057.58;11152.45;7284476.3999999985
2019-07-01 03:40:00;11152.45;11207.0;11128.75;11195.77;4472751.49
2019-07-01 03:50:00;11195.77;11201.36;11085.91;11085.91;2849707.54
2019-07-01 04:00:00;11085.91;11109.53;11051.9;11058.82;2659762.9099999997
2019-07-01 04:10:00;11058.82;11079.69;11029.08;11071.16;2320595.83
2019-07-01 04:20:00;11071.16;11088.13;11040.1;11041.72;2721729.87
2019-07-01 04:30:00;11041.72;11118.18;11031.55;11113.85;4126705.94
2019-07-01 04:40:00;11113.85;11137.07;11077.05;11077.05;3952412.67
2019-07-01 04:50:00;11077.05;11107.5;11052.13;11086.59;4512837.8100000005
2019-07-01 05:00:00;11086.59;11088.88;10982.33;11008.45;5162457.52
2019-07-01 05:10:00;11008.45;11008.45;10895.87;10911.35;8997680.27
2019-07-01 05:20:00;10911.35;11114.01;10907.55;11109.97;27068246.76
2019-07-01 05:30:00;11109.97;11146.49;11080.92;11089.4;16463892.48
2019-07-01 05:40:00;11089.4;11092.71;11036.96;11047.99;4386978.2299999995
2019-07-01 05:50:00;11047.99;11056.43;10996.29;11013.0;4900819.17
2019-07-01 06:00:00;11013.0;11037.89;10985.33;11013.11;3422808.29
2019-07-01 06:10:00;11013.11;11073.03;11012.06;11019.97;4153336.32
2019-07-01 06:20:00;11019.97;11055.16;11002.35;11019.32;2713916.7800000003
2019-07-01 06:30:00;11019.32;11029.92;10927.05;10946.11;4955542.76
2019-07-01 06:40:00;10946.11;11008.64;10878.7;10886.94;8167835.53
2019-07-01 06:50:00;10886.94;10932.14;10879.27;10899.9;4457091.79
2019-07-01 07:00:00;10899.9;10952.32;10895.49;10945.25;7117057.699999999
2019-07-01 07:10:00;10945.25;11010.57;10944.75;10976.05;3669727.590000001
2019-07-01 07:20:00;10976.05;10977.39;10818.23;10864.71;9054270.03
2019-07-01 07:30:00;10864.71;10900.6;10834.6;10894.73;3309601.49
2019-07-01 07:40:00;10894.73;10920.8;10816.81;10883.79;5730997.48
2019-07-01 07:50:00;10883.79;10921.86;10876.95;10915.17;2496265.55
2019-07-01 08:00:00;10915.17;10999.28;10910.91;10959.86;6015820.639999999
2019-07-01 08:10:00;10959.86;10977.17;10894.96;10930.05;2517902.17
2019-07-01 08:20:00;10930.05;10945.63;10889.08;10943.91;2279243.67
2019-07-01 08:30:00;10943.91;11053.52;10938.69;11018.12;10019810.870000001
2019-07-01 08:40:00;11018.12;11073.96;11010.09;11068.06;4376378.47
2019-07-01 08:50:00;11068.06;11111.99;11025.36;11108.86;5891106.4399999995
2019-07-01 09:00:00;11108.86;11112.41;11046.05;11046.48;4957273.21
2019-07-01 09:10:00;11046.48;11087.48;11023.42;11078.45;7488109.5
2019-07-01 09:20:00;11078.45;11101.0;11021.93;11030.52;4797689.98
2019-07-01 09:30:00;11030.52;11068.19;11024.76;11037.69;4221847.88
2019-07-01 09:40:00;11037.69;11131.85;11033.42;11103.69;8069709.83
2019-07-01 09:50:00;11103.69;11112.84;11044.36;11049.16;7665311.38
2019-07-01 10:00:00;11049.16;11091.87;11044.28;11054.93;4687562.96
2019-07-01 10:10:00;11054.93;11078.81;10973.14;10980.7;5826162.51
2019-07-01 10:20:00;10980.7;10985.62;10938.83;10943.38;8599608.22
2019-07-01 10:30:00;10943.38;10965.18;10892.13;10950.89;5734140.26
2019-07-01 10:40:00;10950.89;10964.34;10843.39;10862.02;13252393.96
2019-07-01 10:50:00;10862.02;10923.87;10862.02;10921.32;6543159.58
2019-07-01 11:00:00;10921.32;10955.78;10911.18;10930.23;6125906.54
2019-07-01 11:10:00;10930.23;10933.04;10889.15;10925.7;2802143.8899999997
2019-07-01 11:20:00;10925.7;10975.63;10911.64;10923.32;4726664.36
2019-07-01 11:30:00;10923.32;10979.82;10914.58;10936.78;3555808.920000001
2019-07-01 11:40:00;10936.78;10953.71;10878.99;10914.36;2688895.7300000004
2019-07-01 11:50:00;10914.36;10993.32;10914.36;10983.55;3920079.4299999997
