datetime; open; high; low; close; volume; suspicious
34252000;1421800;1421800;1421600;1421600;1290;0
34253000;1421700;1421700;1421600;1421700;2300;0
34255000;1421683;1421683;1421683;1421683;500;0
34256000;1421700;1421700;1421600;1421600;307;0
34259000;1421550;1421550;1421550;1421550;100;0
34260000;1421600;1421625;1421600;1421625;1135;0
34261000;1421600;1421600;1421600;1421600;2501;0
34262000;1421600;1421600;1421600;1421600;1000;0
34264000;1421501;1421600;1421500;1421600;1700;0
34265000;1421550;1421550;1421500;1421500;1709;0
34266000;1421570;1421570;1421570;1421570;38;0
34267000;1421600;1421800;1421600;1421800;16678;0
34268000;1421700;1421700;1421700;1421700;100;0
34269000;1421700;1421700;1421700;1421700;1000;0
34270000;1421800;1421800;1421800;1421800;43;0
34271000;1421800;1421900;1421800;1421900;171;0
34272000;1421800;1421800;1421800;1421800;200;0
34274000;1421900;1422000;1421900;1422000;500;0
34275000;1422000;1422000;1422000;1422000;55;0
34276000;1421950;1421950;1421900;1421900;617;0
34278000;1421800;1421800;1421800;1421800;1000;0
34279000;1421811;1421868;1421811;1421868;642;0
34280000;1421850;1421850;1421850;1421850;66;0
34281000;1421800;1421800;1421783;1421783;1900;0
34282000;1421800;1421800;1421600;1421600;1645;0
34284000;1421662;1421662;1421662;1421662;36;0
34285000;1421600;1421600;1421600;1421600;56;0
34286000;1421590;1421590;1421590;1421590;300;0
34287000;1421550;1421550;1421550;1421550;13;0
34288000;1421565;1421565;1421565;1421565;4;0
34290000;1421550;1421600;1421550;1421600;279;0
34291000;1421550;1421550;1421550;1421550;1000;0
34294000;1421600;1421700;1421600;1421700;5401;0
34295000;1421650;1421650;1421600;1421600;515;0
34296000;1421600;1421600;1421600;1421600;300;0
34297000;1421651;1421651;1421600;1421600;350;0
34299000;1421550;1421550;1421500;1421550;434;0
34300000;1421550;1421550;1421550;1421550;44;0
34301000;1421600;1421600;1421600;1421600;100;0
34302000;1421600;1421700;1421600;1421700;3300;0
34304000;1421800;1421800;1421700;1421700;2852;0
34305000;1421700;1421700;1421700;1421700;100;0
